Customer_ID,OrderCount,TotalRevenue,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
17020,2,935.62,541,1,3,3,133,Loyal Customers
17021,6,1182.22,441,1,4,3,143,Loyal Customers
17022,2,260.0,30,4,3,1,431,Potential Loyalists
17023,3,800.18,416,1,3,3,133,Loyal Customers
17024,3,95.85,44,4,3,1,431,Potential Loyalists
17025,5,1349.67,60,3,4,4,344,Champions
17026,3,175.82999999999998,184,3,3,1,331,At Risk
17027,9,1310.63,78,3,5,4,354,Champions
17028,3,1593.83,580,1,3,4,134,Loyal Customers
17029,7,2137.3,110,3,4,4,344,Champions
17030,1,146.87,63,3,2,1,321,At Risk
17031,6,2773.85,11,5,4,4,544,Champions
17032,8,2984.32,547,1,5,5,155,Champions
17033,4,1332.79,85,3,4,4,344,Champions
17034,5,1276.42,15,5,4,4,544,Champions
17035,4,613.59,245,2,4,3,243,Loyal Customers
17036,1,176.9,382,2,2,1,221,Lost
17037,1,1267.32,87,3,2,4,324,At Risk
17038,2,743.17,29,4,3,3,433,Loyal Customers
17039,1,1954.99,603,1,2,4,124,Lost
17040,2,463.25,137,3,3,2,332,At Risk
17041,6,1655.2,26,4,4,4,444,Champions
17042,5,1036.58,2,5,4,3,543,Loyal Customers
17043,8,2593.65,31,4,5,4,454,Champions
17044,12,11962.3,24,4,5,5,455,Champions
17045,5,827.6800000000001,112,3,4,3,343,Loyal Customers
17046,5,1906.07,156,3,4,4,344,Champions
17047,6,2289.23,84,3,4,4,344,Champions
17048,7,2071.68,117,3,4,4,344,Champions
17049,19,9942.53,2,5,5,5,555,Champions
17050,11,4648.59,95,3,5,5,355,Champions
17051,4,706.49,193,2,4,3,243,Loyal Customers
17052,1,399.09,27,4,2,2,422,Potential Loyalists
17053,1,498.48,130,3,2,2,322,At Risk
17054,5,1356.33,27,4,4,4,444,Champions
17055,1,232.85,445,1,2,1,121,Lost
17056,1,128.60000000000002,737,1,2,1,121,Lost
17057,1,294.74,595,1,2,2,122,Lost
17058,3,1179.89,81,3,3,3,333,Loyal Customers
17059,9,4864.57,29,4,5,5,455,Champions
17060,1,234.24,265,2,2,1,221,Lost
17061,11,5232.2300000000005,73,3,5,5,355,Champions
17062,6,889.75,313,2,4,3,243,Loyal Customers
17063,13,3638.53,20,4,5,5,455,Champions
17064,3,855.45,58,3,3,3,333,Loyal Customers
17065,2,194.7,637,1,3,1,131,Lost
17066,1,228.34,725,1,2,1,121,Lost
17067,3,454.54,724,1,3,2,132,Lost
17068,47,8987.68,11,5,5,5,555,Champions
17069,14,5517.2300000000005,27,4,5,5,455,Champions
17070,2,437.42,113,3,3,2,332,At Risk
17071,13,3793.71,27,4,5,5,455,Champions
17072,1,273.35,624,1,2,1,121,Lost
17073,4,1446.09,17,5,4,4,544,Champions
17074,1,203.05,562,1,2,1,121,Lost
17075,10,2236.63,17,5,5,4,554,Champions
17076,6,1242.75,35,4,4,4,444,Champions
17077,1,306.0,577,1,2,2,122,Lost
17078,2,378.2,35,4,3,2,432,Potential Loyalists
17079,1,118.80000000000001,77,3,2,1,321,At Risk
17080,7,957.53,21,4,4,3,443,Loyal Customers
17081,6,949.39,24,4,4,3,443,Loyal Customers
17082,6,4732.03,32,4,4,5,445,Champions
17083,9,4049.79,108,3,5,5,355,Champions
17084,3,5001.21,34,4,3,5,435,Loyal Customers
17085,28,7847.67,122,3,5,5,355,Champions
17086,6,2050.08,6,5,4,4,544,Champions
17087,1,221.53,737,1,2,1,121,Lost
17088,4,1991.01,27,4,4,4,444,Champions
17089,1,128.45,385,2,2,1,221,Lost
17090,13,3080.1800000000003,3,5,5,5,555,Champions
17091,19,7495.75,2,5,5,5,555,Champions
17092,11,5511.41,49,4,5,5,455,Champions
17093,1,235.88,592,1,2,1,121,Lost
17094,2,402.20000000000005,321,2,3,2,232,Lost
17095,7,2572.25,22,4,4,4,444,Champions
17096,11,3697.93,14,5,5,5,555,Champions
17097,9,1143.36,1,5,5,3,553,Loyal Customers
17098,3,591.0699999999999,381,2,3,2,232,Lost
17099,1,582.17,532,1,2,2,122,Lost
17100,2,971.74,17,5,3,3,533,Loyal Customers
17101,7,2507.05,9,5,4,4,544,Champions
17102,1,25.5,261,2,2,1,221,Lost
17103,1,424.3,721,1,2,2,122,Lost
17104,1,474.03,423,1,2,2,122,Lost
17105,2,665.78,158,3,3,3,333,Loyal Customers
17106,1,481.58,388,2,2,2,222,Lost
17107,10,16052.72,32,4,5,5,455,Champions
17108,1,174.95,663,1,2,1,121,Lost
17109,8,1291.71,28,4,5,4,454,Champions
17110,3,499.9,164,3,3,2,332,At Risk
17111,2,459.58,46,4,3,2,432,Potential Loyalists
17112,1,197.57,502,1,2,1,121,Lost
17113,6,2305.59,573,1,4,4,144,Champions
17114,8,801.12,5,5,5,3,553,Loyal Customers
17115,7,2761.4900000000002,7,5,4,4,544,Champions
17116,1,389.78,647,1,2,2,122,Lost
17117,1,116.19999999999999,287,2,2,1,221,Lost
17118,1,157.02,317,2,2,1,221,Lost
17119,2,606.91,2,5,3,2,532,Potential Loyalists
17120,1,307.46,232,2,2,2,222,Lost
17121,1,314.74,402,2,2,2,222,Lost
17122,4,570.5,118,3,4,2,342,At Risk
17123,3,977.17,161,3,3,3,333,Loyal Customers
17124,1,294.24,184,3,2,2,322,At Risk
17125,1,230.5,49,4,2,1,421,Potential Loyalists
17126,9,2016.43,151,3,5,4,354,Champions
17127,5,1155.0300000000002,428,1,4,3,143,Loyal Customers
17128,1,157.09,334,2,2,1,221,Lost
17129,1,31.85,519,1,2,1,121,Lost
17131,5,2463.17,4,5,4,4,544,Champions
17132,2,1220.9099999999999,451,1,3,4,134,Loyal Customers
17133,12,14622.33,15,5,5,5,555,Champions
17134,3,625.3,106,3,3,3,333,Loyal Customers
17135,10,1722.18,15,5,5,4,554,Champions
17136,1,231.68,661,1,2,1,121,Lost
17137,6,1099.81,415,1,4,3,143,Loyal Customers
17138,7,4417.27,275,2,4,5,245,Champions
17139,25,19566.76,15,5,5,5,555,Champions
17140,1,454.12,246,2,2,2,222,Lost
17141,4,727.58,417,1,4,3,143,Loyal Customers
17142,4,1275.25,238,2,4,4,244,Champions
17143,2,880.97,416,1,3,3,133,Loyal Customers
17144,2,984.57,0,5,3,3,533,Loyal Customers
17145,4,3120.91,512,1,4,5,145,Champions
17146,13,5852.64,105,3,5,5,355,Champions
17147,9,3199.95,22,4,5,5,455,Champions
17148,1,124.88,51,4,2,1,421,Potential Loyalists
17149,1,143.10000000000002,450,1,2,1,121,Lost
17150,6,1357.95,376,2,4,4,244,Champions
17151,1,231.90000000000003,734,1,2,1,121,Lost
17152,4,2016.5,194,2,4,4,244,Champions
17153,1,213.78,23,4,2,1,421,Potential Loyalists
17154,1,329.34,74,3,2,2,322,At Risk
17155,7,892.46,17,5,4,3,543,Loyal Customers
17156,1,591.87,491,1,2,2,122,Lost
17157,19,5151.9,7,5,5,5,555,Champions
17158,5,1980.0,31,4,4,4,444,Champions
17159,5,2099.59,21,4,4,4,444,Champions
17160,17,10209.16,30,4,5,5,455,Champions
17161,1,856.01,443,1,2,3,123,Lost
17162,10,1715.46,28,4,5,4,454,Champions
17163,4,699.78,21,4,4,3,443,Loyal Customers
17164,7,2467.35,32,4,4,4,444,Champions
17165,6,1794.32,283,2,4,4,244,Champions
17166,2,206.34,38,4,3,1,431,Potential Loyalists
17167,3,867.11,379,2,3,3,233,Loyal Customers
17168,1,400.2,498,1,2,2,122,Lost
17169,3,1156.73,57,4,3,3,433,Loyal Customers
17170,2,178.68,373,2,3,1,231,Lost
17171,2,384.59,288,2,3,2,232,Lost
17172,3,956.5699999999999,78,3,3,3,333,Loyal Customers
17173,8,3766.6,4,5,5,5,555,Champions
17174,1,59.9,217,2,2,1,221,Lost
17175,4,1443.69,43,4,4,4,444,Champions
17176,3,902.3199999999999,201,2,3,3,233,Loyal Customers
17177,1,119.5,504,1,2,1,121,Lost
17178,1,432.96,730,1,2,2,122,Lost
17179,6,1507.26,177,3,4,4,344,Champions
17180,11,2236.77,55,4,5,4,454,Champions
17181,3,309.85,56,4,3,2,432,Potential Loyalists
17182,2,321.3,422,1,3,2,132,Lost
17183,6,3347.31,7,5,4,5,545,Champions
17184,2,198.41000000000003,568,1,3,1,131,Lost
17185,3,229.46,591,1,3,1,131,Lost
17186,2,144.0,46,4,3,1,431,Potential Loyalists
17187,2,467.71,226,2,3,2,232,Lost
17188,13,4592.93,10,5,5,5,555,Champions
17189,5,953.63,105,3,4,3,343,Loyal Customers
17190,7,1726.57,58,3,4,4,344,Champions
17191,15,4310.34,27,4,5,5,455,Champions
17192,1,75.28,535,1,2,1,121,Lost
17193,9,2310.04,35,4,5,4,454,Champions
17194,3,812.5,273,2,3,3,233,Loyal Customers
17195,1,562.98,654,1,2,2,122,Lost
17196,1,327.75,427,1,2,2,122,Lost
17197,1,1013.01,29,4,2,3,423,Potential Loyalists
17198,3,692.22,23,4,3,3,433,Loyal Customers
17199,1,135.04000000000002,581,1,2,1,121,Lost
17200,4,356.71,386,2,4,2,242,Lost
17201,4,1143.1,53,4,4,3,443,Loyal Customers
17202,1,160.65,420,1,2,1,121,Lost
17203,10,5564.09,35,4,5,5,455,Champions
17204,9,5504.6900000000005,174,3,5,5,355,Champions
17205,3,999.35,53,4,3,3,433,Loyal Customers
17206,1,204.24,52,4,2,1,421,Potential Loyalists
17207,1,292.62,651,1,2,2,122,Lost
17208,1,111.15,395,2,2,1,221,Lost
17209,3,595.7,648,1,3,2,132,Lost
17210,1,251.72,392,2,2,1,221,Lost
17211,13,3773.35,26,4,5,5,455,Champions
17212,3,794.41,252,2,3,3,233,Loyal Customers
17213,13,4869.400000000001,39,4,5,5,455,Champions
17214,6,1059.1200000000001,59,3,4,3,343,Loyal Customers
17215,1,186.15,463,1,2,1,121,Lost
17216,1,63.6,553,1,2,1,121,Lost
17217,2,210.1,233,2,3,1,231,Lost
17218,18,3891.39,3,5,5,5,555,Champions
17219,2,259.13,31,4,3,1,431,Potential Loyalists
17220,21,4457.31,23,4,5,5,455,Champions
17221,5,976.62,6,5,4,3,543,Loyal Customers
17222,6,1579.51,64,3,4,4,344,Champions
17223,3,558.04,309,2,3,2,232,Lost
17224,1,100.86,500,1,2,1,121,Lost
17225,1,131.15,581,1,2,1,121,Lost
17226,3,895.47,308,2,3,3,233,Loyal Customers
17227,12,1878.93,18,4,5,4,454,Champions
17228,13,2820.03,15,5,5,4,554,Champions
17229,2,318.76,95,3,3,2,332,At Risk
17230,18,9388.49,263,2,5,5,255,Champions
17231,25,7064.8,11,5,5,5,555,Champions
17232,2,417.77,2,5,3,2,532,Potential Loyalists
17233,3,560.86,34,4,3,2,432,Potential Loyalists
17234,1,149.89000000000001,182,3,2,1,321,At Risk
17235,8,1562.98,24,4,5,4,454,Champions
17236,12,1929.26,12,5,5,4,554,Champions
17237,4,994.13,10,5,4,3,543,Loyal Customers
17238,32,7331.67,2,5,5,5,555,Champions
17239,4,1189.45,312,2,4,3,243,Loyal Customers
17240,1,130.6,595,1,2,1,121,Lost
17241,12,2736.64,384,2,5,4,254,Champions
17242,5,2889.28,107,3,4,4,344,Champions
17243,69,20203.58,0,5,5,5,555,Champions
17244,5,1826.04,52,4,4,4,444,Champions
17245,2,371.63,204,2,3,2,232,Lost
17246,2,38.92,546,1,3,1,131,Lost
17247,1,280.09000000000003,14,5,2,1,521,Potential Loyalists
17248,2,500.54,119,3,3,2,332,At Risk
17249,1,68.03,428,1,2,1,121,Lost
17250,2,381.97,3,5,3,2,532,Potential Loyalists
17251,3,798.98,362,2,3,3,233,Loyal Customers
17252,2,348.91,116,3,3,2,332,At Risk
17253,1,178.26,17,5,2,1,521,Potential Loyalists
17254,3,469.48,4,5,3,2,532,Potential Loyalists
17255,4,781.7,40,4,4,3,443,Loyal Customers
17256,5,498.93,106,3,4,2,342,At Risk
17257,2,189.78,435,1,3,1,131,Lost
17258,2,417.3,396,2,3,2,232,Lost
17259,6,1452.39,147,3,4,4,344,Champions
17260,1,120.95,410,1,2,1,121,Lost
17261,1,221.59,509,1,2,1,121,Lost
17262,11,2488.76,51,4,5,4,454,Champions
17263,1,63.440000000000005,207,2,2,1,221,Lost
17264,1,268.28,423,1,2,1,121,Lost
17265,2,550.01,138,3,3,2,332,At Risk
17266,5,501.71999999999997,1,5,4,2,542,Potential Loyalists
17267,2,317.2,126,3,3,2,332,At Risk
17268,11,1733.8899999999999,107,3,5,4,354,Champions
17269,1,491.81,385,2,2,2,222,Lost
17270,2,601.4499999999999,468,1,3,2,132,Lost
17271,1,204.3,735,1,2,1,121,Lost
17272,4,2148.63,41,4,4,4,444,Champions
17273,1,141.12,423,1,2,1,121,Lost
17274,2,573.22,34,4,3,2,432,Potential Loyalists
17275,1,114.1,382,2,2,1,221,Lost
17276,1,502.49,401,2,2,2,222,Lost
17277,2,1065.3500000000001,227,2,3,3,233,Loyal Customers
17278,2,271.24,240,2,3,1,231,Lost
17279,1,187.82999999999998,57,4,2,1,421,Potential Loyalists
17280,1,118.85999999999999,437,1,2,1,121,Lost
17281,6,797.8499999999999,373,2,4,3,243,Loyal Customers
17282,5,2308.54,129,3,4,4,344,Champions
17283,1,188.46,378,2,2,1,221,Lost
17284,8,2788.06,59,3,5,4,354,Champions
17285,2,407.94,627,1,3,2,132,Lost
17286,3,389.18,21,4,3,2,432,Potential Loyalists
17287,21,3826.86,25,4,5,5,455,Champions
17288,11,2468.43,8,5,5,4,554,Champions
17289,9,2041.8,31,4,5,4,454,Champions
17290,8,1487.96,3,5,5,4,554,Champions
17291,1,550.8000000000001,307,2,2,2,222,Lost
17292,2,271.75,471,1,3,1,131,Lost
17293,17,3750.63,7,5,5,5,555,Champions
17294,2,467.78999999999996,668,1,3,2,132,Lost
17295,3,547.0,28,4,3,2,432,Potential Loyalists
17296,1,338.13,729,1,2,2,122,Lost
17297,1,128.18,16,5,2,1,521,Potential Loyalists
17298,5,954.26,100,3,4,3,343,Loyal Customers
17299,6,993.23,11,5,4,3,543,Loyal Customers
17300,2,393.64,390,2,3,2,232,Lost
17301,2,294.39,20,4,3,2,432,Potential Loyalists
17302,5,1135.63,14,5,4,3,543,Loyal Customers
17303,1,250.04,360,2,2,1,221,Lost
17304,1,111.5,533,1,2,1,121,Lost
17305,1,2135.46,648,1,2,4,124,Lost
17306,21,9782.35,10,5,5,5,555,Champions
17307,11,3999.8900000000003,394,2,5,5,255,Champions
17308,2,4511.76,392,2,3,5,235,Loyal Customers
17309,3,320.39,94,3,3,2,332,At Risk
17310,2,1025.1,386,2,3,3,233,Loyal Customers
17311,6,3566.56,77,3,4,5,345,Champions
17312,3,644.3,138,3,3,3,333,Loyal Customers
17313,1,2328.84,30,4,2,4,424,Potential Loyalists
17314,17,4904.43,24,4,5,5,455,Champions
17315,43,9599.58,1,5,5,5,555,Champions
17316,1,124.45,419,1,2,1,121,Lost
17317,3,2600.34,45,4,3,4,434,Loyal Customers
17318,1,157.32999999999998,724,1,2,1,121,Lost
17319,1,29.1,668,1,2,1,121,Lost
17320,6,2444.85,99,3,4,4,344,Champions
17321,6,1665.21,7,5,4,4,544,Champions
17322,5,922.59,375,2,4,3,243,Loyal Customers
17323,12,1551.04,14,5,5,4,554,Champions
17324,12,2171.07,17,5,5,4,554,Champions
17325,3,609.5699999999999,279,2,3,3,233,Loyal Customers
17326,2,312.35,407,2,3,2,232,Lost
17327,2,152.35,409,1,3,1,131,Lost
17328,1,104.7,672,1,2,1,121,Lost
17329,5,998.53,13,5,4,3,543,Loyal Customers
17330,4,423.8,22,4,4,2,442,Potential Loyalists
17331,1,175.2,123,3,2,1,321,At Risk
17332,5,838.27,527,1,4,3,143,Loyal Customers
17333,1,494.25,85,3,2,2,322,At Risk
17334,3,635.15,301,2,3,3,233,Loyal Customers
17335,2,497.04,383,2,3,2,232,Lost
17336,1,81.12,471,1,2,1,121,Lost
17337,4,1981.06,150,3,4,4,344,Champions
17338,17,11889.33,16,5,5,5,555,Champions
17339,3,302.36,93,3,3,2,332,At Risk
17340,18,19617.95,29,4,5,5,455,Champions
17341,5,1272.21,156,3,4,4,344,Champions
17342,4,1227.54,379,2,4,4,244,Champions
17343,6,1259.94,354,2,4,4,244,Champions
17344,2,457.36,45,4,3,2,432,Potential Loyalists
17345,10,1586.6299999999999,14,5,5,4,554,Champions
17346,26,4998.61,3,5,5,5,555,Champions
17347,1,228.96,85,3,2,1,321,At Risk
17348,9,2442.29,14,5,5,4,554,Champions
17349,5,772.41,178,3,4,3,343,Loyal Customers
17350,7,1893.701,7,5,4,4,544,Champions
17351,12,1988.23,35,4,5,4,454,Champions
17352,1,36.25,695,1,2,1,121,Lost
17353,4,3242.0,128,3,4,5,345,Champions
17354,4,3133.96,50,4,4,5,445,Champions
17355,1,273.31,385,2,2,1,221,Lost
17356,5,946.47,311,2,4,3,243,Loyal Customers
17357,2,384.39,23,4,3,2,432,Potential Loyalists
17358,5,861.01,302,2,4,3,243,Loyal Customers
17359,2,284.46,10,5,3,1,531,Potential Loyalists
17360,6,1200.51,16,5,4,3,543,Loyal Customers
17361,5,871.79,48,4,4,3,443,Loyal Customers
17362,7,1024.04,238,2,4,3,243,Loyal Customers
17363,3,920.46,394,2,3,3,233,Loyal Customers
17364,28,11972.92,0,5,5,5,555,Champions
17365,15,8184.49,12,5,5,5,555,Champions
17366,2,1077.24,431,1,3,3,133,Loyal Customers
17367,1,167.55,237,2,2,1,221,Lost
17368,14,2758.29,22,4,5,4,454,Champions
17369,1,979.1999999999999,455,1,2,3,123,Lost
17370,4,446.18,72,3,4,2,342,At Risk
17371,6,655.37,16,5,4,3,543,Loyal Customers
17372,28,4347.31,40,4,5,5,455,Champions
17373,7,1167.5,39,4,4,3,443,Loyal Customers
17374,3,727.11,218,2,3,3,233,Loyal Customers
17375,4,660.55,198,2,4,3,243,Loyal Customers
17376,4,453.64,70,3,4,2,342,At Risk
17377,78,17644.27,23,4,5,5,455,Champions
17378,1,10.95,373,2,2,1,221,Lost
17379,1,389.71999999999997,10,5,2,2,522,Potential Loyalists
17380,3,645.0,433,1,3,3,133,Loyal Customers
17381,38,36398.65,8,5,5,5,555,Champions
17382,8,902.28,64,3,5,3,353,Loyal Customers
17383,2,304.09,3,5,3,2,532,Potential Loyalists
17384,3,507.55,18,4,3,2,432,Potential Loyalists
17385,1,256.11,14,5,2,1,521,Potential Loyalists
17386,7,2812.77,7,5,4,4,544,Champions
17387,2,746.81,19,4,3,3,433,Loyal Customers
17388,11,2675.37,77,3,5,4,354,Champions
17389,61,57215.33,0,5,5,5,555,Champions
17390,1,149.3,420,1,2,1,121,Lost
17391,2,508.8,163,3,3,2,332,At Risk
17392,3,585.92,306,2,3,2,232,Lost
17393,2,381.15,410,1,3,2,132,Lost
17394,1,203.86999999999998,218,2,2,1,221,Lost
17395,1,97.5,507,1,2,1,121,Lost
17396,14,8409.6,38,4,5,5,455,Champions
17397,3,1198.28,21,4,3,3,433,Loyal Customers
17398,3,653.38,114,3,3,3,333,Loyal Customers
17400,8,4623.28,125,3,5,5,355,Champions
17401,1,114.85,540,1,2,1,121,Lost
17402,23,4635.5599999999995,4,5,5,5,555,Champions
17403,2,382.87,35,4,3,2,432,Potential Loyalists
17404,23,47781.12,3,5,5,5,555,Champions
17405,3,1031.41,0,5,3,3,533,Loyal Customers
17406,13,4186.95,332,2,5,5,255,Champions
17407,1,552.9,411,1,2,2,122,Lost
17408,3,316.09000000000003,162,3,3,2,332,At Risk
17409,10,7793.51,184,3,5,5,355,Champions
17410,5,1214.72,15,5,4,3,543,Loyal Customers
17411,5,1425.38,11,5,4,4,544,Champions
17412,16,4220.22,2,5,5,5,555,Champions
17413,2,560.14,404,2,3,2,232,Lost
17414,6,2249.52,43,4,4,4,444,Champions
17415,1,507.84,79,3,2,2,322,At Risk
17416,22,17298.45,29,4,5,5,455,Champions
17417,1,164.18,548,1,2,1,121,Lost
17418,3,670.0600000000001,41,4,3,3,433,Loyal Customers
17419,18,6126.25,10,5,5,5,555,Champions
17420,6,953.58,49,4,4,3,443,Loyal Customers
17421,3,1059.41,385,2,3,3,233,Loyal Customers
17422,11,3594.76,15,5,5,5,555,Champions
17423,3,1118.95,45,4,3,3,433,Loyal Customers
17425,2,759.17,18,4,3,3,433,Loyal Customers
17426,13,8077.77,7,5,5,5,555,Champions
17427,1,100.8,71,3,2,1,321,At Risk
17428,45,31466.760000000002,0,5,5,5,555,Champions
17429,5,1357.46,127,3,4,4,344,Champions
17430,4,622.57,32,4,4,3,443,Loyal Customers
17431,1,403.3,312,2,2,2,222,Lost
17432,9,1728.99,17,5,5,4,554,Champions
17433,2,569.96,87,3,3,2,332,At Risk
17434,7,2373.82,1,5,4,4,544,Champions
17435,1,331.35,410,1,2,2,122,Lost
17436,5,534.06,1,5,4,2,542,Potential Loyalists
17437,1,369.68,529,1,2,2,122,Lost
17438,5,1422.77,253,2,4,4,244,Champions
17439,1,325.74,655,1,2,2,122,Lost
17440,4,323.58,156,3,4,2,342,At Risk
17441,1,293.35,731,1,2,2,122,Lost
17442,15,4620.3,36,4,5,5,455,Champions
17443,1,534.24,219,2,2,2,222,Lost
17444,3,2940.04,147,3,3,5,335,Loyal Customers
17446,2,120.9,176,3,3,1,331,At Risk
17447,2,541.53,39,4,3,2,432,Potential Loyalists
17448,46,14523.67,496,1,5,5,155,Champions
17449,13,4868.15,1,5,5,5,555,Champions
17450,51,244784.25,7,5,5,5,555,Champions
17451,7,1721.4,0,5,4,4,544,Champions
17453,2,486.71999999999997,17,5,3,2,532,Potential Loyalists
17454,10,1547.94,191,2,5,4,254,Champions
17455,1,131.7,203,2,2,1,221,Lost
17456,2,975.5600000000001,364,2,3,3,233,Loyal Customers
17457,14,5984.8099999999995,126,3,5,5,355,Champions
17458,2,529.58,14,5,3,2,532,Potential Loyalists
17459,2,657.3,42,4,3,3,433,Loyal Customers
17460,16,2157.9700000000003,93,3,5,4,354,Champions
17461,3,735.82,22,4,3,3,433,Loyal Customers
17462,2,675.69,59,3,3,3,333,Loyal Customers
17463,7,2535.26,15,5,4,4,544,Champions
17464,3,907.14,157,3,3,3,333,Loyal Customers
17465,7,2542.79,425,1,4,4,144,Champions
17466,2,763.28,9,5,3,3,533,Loyal Customers
17467,1,102.6,394,2,2,1,221,Lost
17468,3,194.8,9,5,3,1,531,Potential Loyalists
17469,17,5051.25,15,5,5,5,555,Champions
17470,11,2626.47,44,4,5,4,454,Champions
17471,1,321.65000000000003,474,1,2,2,122,Lost
17472,4,922.35,190,2,4,3,243,Loyal Customers
17473,2,607.0,408,2,3,2,232,Lost
17474,1,1047.0,599,1,2,3,123,Lost
17475,1,194.37,78,3,2,1,321,At Risk
17476,2,489.86,395,2,3,2,232,Lost
17477,2,1144.3,612,1,3,3,133,Loyal Customers
17478,2,1272.8,407,2,3,4,234,Loyal Customers
17479,1,389.26000000000005,632,1,2,2,122,Lost
17480,2,882.23,77,3,3,3,333,Loyal Customers
17481,4,1255.59,3,5,4,4,544,Champions
17482,2,775.64,486,1,3,3,133,Loyal Customers
17483,4,591.73,64,3,4,2,342,At Risk
17484,2,209.57,575,1,3,1,131,Lost
17486,1,396.87,260,2,2,2,222,Lost
17487,1,160.55,727,1,2,1,121,Lost
17488,1,336.5,640,1,2,2,122,Lost
17489,2,376.64,58,3,3,2,332,At Risk
17490,9,2750.5,0,5,5,4,554,Champions
17491,17,5653.67,0,5,5,5,555,Champions
17492,3,1122.42,247,2,3,3,233,Loyal Customers
17493,1,100.91000000000001,384,2,2,1,221,Lost
17494,1,54.699999999999996,501,1,2,1,121,Lost
17495,3,806.72,7,5,3,3,533,Loyal Customers
17496,4,1412.89,358,2,4,4,244,Champions
17497,2,287.25,389,2,3,2,232,Lost
17498,1,272.22,75,3,2,1,321,At Risk
17499,2,1341.39,289,2,3,4,234,Loyal Customers
17500,3,1138.0,16,5,3,3,533,Loyal Customers
17501,2,288.6,220,2,3,2,232,Lost
17502,4,689.1,8,5,4,3,543,Loyal Customers
17503,2,558.96,2,5,3,2,532,Potential Loyalists
17504,18,9490.17,205,2,5,5,255,Champions
17505,5,2435.48,161,3,4,4,344,Champions
17506,1,302.2,75,3,2,2,322,At Risk
17507,2,605.58,261,2,3,2,232,Lost
17508,8,4579.23,280,2,5,5,255,Champions
17509,8,6083.64,57,4,5,5,455,Champions
17510,2,514.56,24,4,3,2,432,Potential Loyalists
17511,60,172132.87,2,5,5,5,555,Champions
17512,18,5467.820000000001,28,4,5,5,455,Champions
17513,3,1158.8,71,3,3,3,333,Loyal Customers
17514,2,522.0,127,3,3,2,332,At Risk
17515,9,1602.51,30,4,5,4,454,Champions
17516,6,947.5,14,5,4,3,543,Loyal Customers
17517,1,153.94,308,2,2,1,221,Lost
17518,2,329.42,425,1,3,2,132,Lost
17519,15,4774.17,16,5,5,5,555,Champions
17520,1,546.81,53,4,2,2,422,Potential Loyalists
17521,5,1278.06,29,4,4,4,444,Champions
17522,5,1070.71,1,5,4,3,543,Loyal Customers
17523,4,652.74,10,5,4,3,543,Loyal Customers
17524,3,539.14,360,2,3,2,232,Lost
17525,3,1161.9,359,2,3,3,233,Loyal Customers
17526,12,3939.24,4,5,5,5,555,Champions
17527,4,939.37,53,4,4,3,443,Loyal Customers
17528,8,3628.5,0,5,5,5,555,Champions
17529,2,1240.25,609,1,3,4,134,Loyal Customers
17530,12,2791.69,0,5,5,4,554,Champions
17531,3,1266.82,189,2,3,4,234,Loyal Customers
17532,1,65.34,385,2,2,1,221,Lost
17533,1,34.8,434,1,2,1,121,Lost
17534,5,1668.83,53,4,4,4,444,Champions
17535,1,164.4,279,2,2,1,221,Lost
17536,3,364.83,176,3,3,2,332,At Risk
17537,2,887.67,29,4,3,3,433,Loyal Customers
17538,1,98.42,25,4,2,1,421,Potential Loyalists
17539,4,1176.84,617,1,4,3,143,Loyal Customers
17540,6,1590.6000000000001,24,4,4,4,444,Champions
17541,1,119.86,509,1,2,1,121,Lost
17542,3,340.85,269,2,3,2,232,Lost
17543,1,120.05,549,1,2,1,121,Lost
17544,3,944.82,389,2,3,3,233,Loyal Customers
17545,6,1409.8600000000001,42,4,4,4,444,Champions
17547,2,727.85,375,2,3,3,233,Loyal Customers
17548,4,731.26,233,2,4,3,243,Loyal Customers
17549,2,148.86,23,4,3,1,431,Potential Loyalists
17550,9,2506.64,196,2,5,4,254,Champions
17551,1,290.34,358,2,2,2,222,Lost
17552,12,2786.77,59,3,5,4,354,Champions
17553,4,3757.6,129,3,4,5,345,Champions
17554,5,1952.45,0,5,4,4,544,Champions
17555,5,1045.74,19,4,4,3,443,Loyal Customers
17556,2,300.67,205,2,3,2,232,Lost
17557,4,575.46,13,5,4,2,542,Potential Loyalists
17558,1,259.17,392,2,2,1,221,Lost
17559,1,167.62,512,1,2,1,121,Lost
17560,8,1895.8,94,3,5,4,354,Champions
17561,4,703.02,18,4,4,3,443,Loyal Customers
17562,7,1122.38,13,5,4,3,543,Loyal Customers
17563,2,392.38,577,1,3,2,132,Lost
17564,3,454.01,23,4,3,2,432,Potential Loyalists
17565,1,131.83,586,1,2,1,121,Lost
17566,2,869.77,7,5,3,3,533,Loyal Customers
17567,9,4838.08,6,5,5,5,555,Champions
17568,1,374.45,632,1,2,2,122,Lost
17569,1,344.14,331,2,2,2,222,Lost
17570,1,100.0,381,2,2,1,221,Lost
17571,5,1630.91,49,4,4,4,444,Champions
17572,10,652.21,70,3,5,3,353,Loyal Customers
17573,3,380.6,28,4,3,2,432,Potential Loyalists
17574,1,185.65,242,2,2,1,221,Lost
17575,1,171.7,666,1,2,1,121,Lost
17576,41,8711.95,7,5,5,5,555,Champions
17577,2,348.75,644,1,3,2,132,Lost
17578,7,1047.33,217,2,4,3,243,Loyal Customers
