Customer_ID,OrderCount,FirstPurchase,LastPurchase,TotalRevenue,AvgTransactionValue,TotalTransactions,CustomerSegment,CustomerType,CustomerLifetime_Days,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
16628,7,2010-03-08,2011-11-10,2318.1,18.5448,125,Regular Buyer (6-10 orders),Repeat Buyer,612,29,4,4,4,444,Champions
16629,2,2011-09-04,2011-09-27,408.63,6.8105,60,Two-Time Buyer,Repeat Buyer,22,73,3,2,2,322,At Risk
16630,1,2010-10-28,2010-10-28,106.80000000000001,26.700000000000003,4,One-Time Buyer,One-Time Buyer,0,406,2,1,1,211,Lost
16631,7,2010-02-26,2010-08-15,1892.52,23.6565,80,Regular Buyer (6-10 orders),Repeat Buyer,170,481,1,4,4,144,Champions
16632,2,2010-05-07,2010-08-11,406.4,15.05185185185185,27,Two-Time Buyer,Repeat Buyer,95,485,1,2,2,122,Lost
16633,6,2011-04-19,2011-11-22,2883.1,18.967763157894737,152,Regular Buyer (6-10 orders),Repeat Buyer,216,16,5,4,4,544,Champions
16634,6,2010-01-21,2011-05-01,1649.81,19.87722891566265,83,Regular Buyer (6-10 orders),Repeat Buyer,465,222,2,4,4,244,Champions
16635,1,2010-10-29,2010-10-29,473.0,18.92,25,One-Time Buyer,One-Time Buyer,0,406,2,1,2,212,Lost
16636,4,2010-03-03,2010-09-27,3802.04,52.0827397260274,73,Occasional Buyer (3-5 orders),Repeat Buyer,207,437,1,4,5,145,Champions
16637,4,2011-04-28,2011-11-07,1154.47,16.73144927536232,69,Occasional Buyer (3-5 orders),Repeat Buyer,193,31,4,4,3,443,Loyal Customers
16638,15,2010-08-18,2011-11-17,2380.13,17.247318840579712,138,Loyal Customer (10+ orders),Repeat Buyer,455,22,4,5,4,454,Champions
16639,4,2010-10-26,2011-11-08,1747.98,21.580000000000002,81,Occasional Buyer (3-5 orders),Repeat Buyer,377,30,4,4,4,444,Champions
16640,1,2010-11-07,2010-11-07,179.4,13.8,13,One-Time Buyer,One-Time Buyer,0,397,2,1,1,211,Lost
16641,2,2010-01-07,2011-08-26,554.5,15.402777777777779,36,Two-Time Buyer,Repeat Buyer,596,105,3,2,2,322,At Risk
16642,3,2010-10-20,2011-12-05,1077.45,19.95277777777778,54,Occasional Buyer (3-5 orders),Repeat Buyer,410,4,5,3,3,533,Loyal Customers
16643,2,2010-10-13,2011-04-08,923.11,16.783818181818184,55,Two-Time Buyer,Repeat Buyer,176,245,2,2,3,223,Lost
16644,2,2011-05-11,2011-06-15,833.78,13.448064516129032,62,Two-Time Buyer,Repeat Buyer,34,177,3,2,3,323,At Risk
16645,1,2009-12-04,2009-12-04,160.39,11.456428571428571,14,One-Time Buyer,One-Time Buyer,0,735,1,1,1,111,Lost
16646,1,2010-09-16,2010-09-16,678.8,23.406896551724138,29,One-Time Buyer,One-Time Buyer,0,448,1,1,3,113,Lost
16647,4,2010-06-13,2011-06-23,541.9,16.421212121212122,33,Occasional Buyer (3-5 orders),Repeat Buyer,374,169,3,4,2,342,At Risk
16648,3,2010-04-28,2011-10-28,672.8,18.18378378378378,37,Occasional Buyer (3-5 orders),Repeat Buyer,547,42,4,3,3,433,Loyal Customers
16649,1,2010-07-07,2010-07-07,306.58000000000004,15.329000000000002,20,One-Time Buyer,One-Time Buyer,0,519,1,1,2,112,Lost
16650,7,2010-07-08,2011-09-29,1916.11,19.552142857142854,98,Regular Buyer (6-10 orders),Repeat Buyer,447,71,3,4,4,344,Champions
16651,1,2010-05-02,2010-05-02,136.2,22.7,6,One-Time Buyer,One-Time Buyer,0,586,1,1,1,111,Lost
16652,16,2010-03-17,2011-10-12,17550.39,63.8196,275,Loyal Customer (10+ orders),Repeat Buyer,573,58,3,5,5,355,Champions
16653,2,2011-09-29,2011-11-23,1212.66,17.574782608695653,69,Two-Time Buyer,Repeat Buyer,55,15,5,2,3,523,Potential Loyalists
16654,8,2010-04-06,2011-07-21,1484.07,20.055,74,Regular Buyer (6-10 orders),Repeat Buyer,471,140,3,5,4,354,Champions
16655,13,2010-01-31,2011-11-22,6423.26,10.886881355932204,590,Loyal Customer (10+ orders),Repeat Buyer,659,17,5,5,5,555,Champions
16656,30,2009-12-04,2011-11-17,16833.170000000002,119.38418439716314,141,Loyal Customer (10+ orders),Repeat Buyer,713,21,4,5,5,455,Champions
16657,4,2011-03-30,2011-11-30,874.43,4.554322916666666,192,Occasional Buyer (3-5 orders),Repeat Buyer,244,9,5,4,3,543,Loyal Customers
16658,6,2010-03-30,2010-12-06,690.83,10.79421875,64,Regular Buyer (6-10 orders),Repeat Buyer,250,367,2,4,3,243,Loyal Customers
16659,1,2011-06-03,2011-06-03,39.12,19.56,2,One-Time Buyer,One-Time Buyer,0,188,2,1,1,211,Lost
16660,7,2010-01-14,2011-11-23,1879.55,78.31458333333333,24,Regular Buyer (6-10 orders),Repeat Buyer,678,15,5,4,4,544,Champions
16661,4,2009-12-17,2010-06-17,932.76,15.044516129032258,62,Occasional Buyer (3-5 orders),Repeat Buyer,181,539,1,4,3,143,Loyal Customers
16662,1,2010-11-10,2010-11-10,151.05,5.394642857142857,28,One-Time Buyer,One-Time Buyer,0,393,2,1,1,211,Lost
16663,1,2009-12-10,2009-12-10,165.0,165.0,1,One-Time Buyer,One-Time Buyer,0,728,1,2,1,121,Lost
16664,1,2010-05-19,2010-05-19,109.2,13.65,8,One-Time Buyer,One-Time Buyer,0,568,1,2,1,121,Lost
16665,1,2010-12-12,2010-12-12,135.39999999999998,15.044444444444443,9,One-Time Buyer,One-Time Buyer,0,361,2,2,1,221,Lost
16666,2,2010-03-28,2011-11-20,217.71,4.5356250000000005,48,Two-Time Buyer,Repeat Buyer,601,18,5,2,1,521,Potential Loyalists
16667,2,2011-02-28,2011-10-02,567.1800000000001,10.907307692307693,52,Two-Time Buyer,Repeat Buyer,216,67,3,2,2,322,At Risk
16668,13,2010-03-18,2011-11-24,862.42,16.272075471698113,53,Loyal Customer (10+ orders),Repeat Buyer,615,14,5,5,3,553,Loyal Customers
16669,3,2011-09-22,2011-11-16,1348.88,8.646666666666667,156,Occasional Buyer (3-5 orders),Repeat Buyer,54,23,4,3,4,434,Loyal Customers
16670,20,2009-12-10,2011-11-23,8030.150000000001,16.55701030927835,485,Loyal Customer (10+ orders),Repeat Buyer,712,16,5,5,5,555,Champions
16671,3,2011-06-28,2011-11-11,1692.27,282.045,6,Occasional Buyer (3-5 orders),Repeat Buyer,136,27,4,3,4,434,Loyal Customers
16672,20,2011-03-18,2011-12-07,8134.9400000000005,71.35912280701754,114,Loyal Customer (10+ orders),Repeat Buyer,264,1,5,5,5,555,Champions
16673,1,2010-01-29,2010-01-29,171.13,9.006842105263157,19,One-Time Buyer,One-Time Buyer,0,678,1,2,1,121,Lost
16674,2,2011-09-02,2011-10-16,304.24,3.2713978494623657,93,Two-Time Buyer,Repeat Buyer,43,54,4,2,2,422,Potential Loyalists
16675,2,2010-08-18,2010-09-24,608.86,26.47217391304348,23,Two-Time Buyer,Repeat Buyer,36,441,1,2,2,122,Lost
16676,6,2010-10-17,2011-11-06,2361.9,17.758646616541355,133,Regular Buyer (6-10 orders),Repeat Buyer,384,33,4,4,4,444,Champions
16677,2,2010-02-25,2010-10-24,880.62,18.73659574468085,47,Two-Time Buyer,Repeat Buyer,240,410,1,2,3,123,Lost
16678,12,2011-03-02,2011-12-07,3109.99,19.07969325153374,163,Loyal Customer (10+ orders),Repeat Buyer,280,2,5,5,5,555,Champions
16679,3,2010-06-10,2010-12-08,663.31,36.85055555555555,18,Occasional Buyer (3-5 orders),Repeat Buyer,180,365,2,3,3,233,Loyal Customers
16680,3,2010-06-23,2011-10-27,821.45,28.32586206896552,29,Occasional Buyer (3-5 orders),Repeat Buyer,491,42,4,3,3,433,Loyal Customers
16681,7,2010-03-08,2011-09-28,1921.84,39.221224489795915,49,Regular Buyer (6-10 orders),Repeat Buyer,568,72,3,4,4,344,Champions
16682,5,2011-06-05,2011-12-05,1028.0,34.266666666666666,30,Occasional Buyer (3-5 orders),Repeat Buyer,183,4,5,4,3,543,Loyal Customers
16683,1,2010-06-24,2010-06-24,320.25,17.791666666666668,18,One-Time Buyer,One-Time Buyer,0,533,1,2,2,122,Lost
16684,55,2009-12-07,2011-12-05,147142.77,204.93422005571028,718,Loyal Customer (10+ orders),Repeat Buyer,728,3,5,5,5,555,Champions
16685,2,2011-10-09,2011-10-09,324.24,5.2296774193548385,62,Two-Time Buyer,Repeat Buyer,0,60,3,2,2,322,At Risk
16686,16,2009-12-06,2011-10-23,4881.07,4.748122568093385,1028,Loyal Customer (10+ orders),Repeat Buyer,685,46,4,5,5,455,Champions
16687,1,2010-11-14,2010-11-14,157.63,19.70375,8,One-Time Buyer,One-Time Buyer,0,390,2,2,1,221,Lost
16688,4,2011-10-10,2011-12-08,1260.86,20.336451612903225,62,Occasional Buyer (3-5 orders),Repeat Buyer,59,0,5,4,4,544,Champions
16689,2,2011-09-18,2011-09-25,422.59999999999997,32.5076923076923,13,Two-Time Buyer,Repeat Buyer,6,75,3,2,2,322,At Risk
16690,4,2010-09-14,2011-09-28,353.03,18.580526315789474,19,Occasional Buyer (3-5 orders),Repeat Buyer,379,71,3,4,2,342,At Risk
16691,2,2010-05-27,2010-10-17,178.83,16.257272727272728,11,Two-Time Buyer,Repeat Buyer,143,417,1,2,1,121,Lost
16692,4,2010-09-24,2011-03-28,1914.6999999999998,382.93999999999994,5,Occasional Buyer (3-5 orders),Repeat Buyer,185,255,2,4,4,244,Champions
16693,5,2010-02-21,2011-10-02,1179.48,7.020714285714286,168,Occasional Buyer (3-5 orders),Repeat Buyer,587,68,3,4,3,343,Loyal Customers
16694,1,2009-12-16,2009-12-16,98.30000000000001,32.76666666666667,3,One-Time Buyer,One-Time Buyer,0,722,1,2,1,121,Lost
16695,2,2010-05-27,2010-05-27,191.9,5.482857142857143,35,Two-Time Buyer,Repeat Buyer,0,561,1,2,1,121,Lost
16696,4,2011-04-05,2011-07-27,657.9000000000001,65.79,10,Occasional Buyer (3-5 orders),Repeat Buyer,112,134,3,4,3,343,Loyal Customers
16697,1,2011-04-12,2011-04-12,112.75,5.369047619047619,21,One-Time Buyer,One-Time Buyer,0,240,2,2,1,221,Lost
16698,2,2011-03-31,2011-04-27,1998.0,399.6,5,Two-Time Buyer,Repeat Buyer,26,226,2,2,4,224,Lost
16699,7,2009-12-04,2010-11-24,994.6,16.04193548387097,62,Regular Buyer (6-10 orders),Repeat Buyer,355,379,2,4,3,243,Loyal Customers
16700,25,2009-12-02,2011-12-01,8830.77,17.147126213592234,515,Loyal Customer (10+ orders),Repeat Buyer,729,8,5,5,5,555,Champions
16701,26,2009-12-01,2011-12-01,9916.73,36.06083636363636,275,Loyal Customer (10+ orders),Repeat Buyer,729,8,5,5,5,555,Champions
16702,4,2009-12-07,2010-10-20,1110.83,12.206923076923076,91,Occasional Buyer (3-5 orders),Repeat Buyer,316,414,1,4,3,143,Loyal Customers
16704,2,2010-02-05,2010-03-31,664.16,12.299259259259259,54,Two-Time Buyer,Repeat Buyer,53,617,1,2,3,123,Lost
16705,42,2009-12-09,2011-12-09,43515.051,62.97402460202605,691,Loyal Customer (10+ orders),Repeat Buyer,729,0,5,5,5,555,Champions
16706,3,2011-08-17,2011-11-02,531.35,4.319918699186992,123,Occasional Buyer (3-5 orders),Repeat Buyer,76,36,4,3,2,432,Potential Loyalists
16707,4,2010-03-09,2010-11-04,533.41,8.206307692307691,65,Occasional Buyer (3-5 orders),Repeat Buyer,239,399,2,4,2,242,Lost
16708,1,2011-10-25,2011-10-25,656.63,24.31962962962963,27,One-Time Buyer,One-Time Buyer,0,45,4,2,3,423,Potential Loyalists
16709,14,2009-12-09,2011-09-16,9056.01,29.986788079470198,302,Loyal Customer (10+ orders),Repeat Buyer,645,84,3,5,5,355,Champions
16710,22,2009-12-04,2011-11-20,5921.35,6.514136413641364,909,Loyal Customer (10+ orders),Repeat Buyer,716,18,5,5,5,555,Champions
16711,9,2009-12-02,2011-12-06,2868.48,86.92363636363636,33,Regular Buyer (6-10 orders),Repeat Buyer,734,2,5,5,4,554,Champions
16712,13,2010-11-03,2011-11-30,4232.87,8.12451055662188,521,Loyal Customer (10+ orders),Repeat Buyer,391,8,5,5,5,555,Champions
16713,32,2009-12-15,2011-11-21,14115.56,11.149731437598735,1266,Loyal Customer (10+ orders),Repeat Buyer,705,18,4,5,5,455,Champions
16714,4,2010-02-07,2011-05-05,1497.33,13.612090909090908,110,Occasional Buyer (3-5 orders),Repeat Buyer,451,218,2,4,4,244,Champions
16715,2,2010-05-26,2011-09-22,625.52,22.34,28,Two-Time Buyer,Repeat Buyer,484,77,3,2,3,323,At Risk
16716,3,2010-03-19,2011-03-18,2149.6800000000003,268.71000000000004,8,Occasional Buyer (3-5 orders),Repeat Buyer,363,266,2,3,4,234,Loyal Customers
16717,14,2009-12-07,2011-11-16,6663.68,19.039085714285715,350,Loyal Customer (10+ orders),Repeat Buyer,708,23,4,5,5,455,Champions
16718,5,2009-12-06,2010-12-05,3006.08,16.983502824858757,177,Occasional Buyer (3-5 orders),Repeat Buyer,363,368,2,4,5,245,Champions
16719,14,2009-12-13,2011-11-25,3513.62,8.963316326530611,392,Loyal Customer (10+ orders),Repeat Buyer,711,14,5,5,5,555,Champions
16720,3,2009-12-17,2011-11-13,758.74,5.4195714285714285,140,Occasional Buyer (3-5 orders),Repeat Buyer,695,25,4,3,3,433,Loyal Customers
16721,1,2011-03-22,2011-03-22,292.47,7.904594594594595,37,One-Time Buyer,One-Time Buyer,0,261,2,2,2,222,Lost
16722,22,2009-12-03,2011-11-22,8189.56,21.665502645502645,378,Loyal Customer (10+ orders),Repeat Buyer,718,16,5,5,5,555,Champions
16723,4,2009-12-04,2011-09-09,1231.36,9.93032258064516,124,Occasional Buyer (3-5 orders),Repeat Buyer,643,90,3,4,4,344,Champions
16724,1,2010-10-31,2010-10-31,147.35,8.66764705882353,17,One-Time Buyer,One-Time Buyer,0,404,2,2,1,221,Lost
16725,14,2009-12-13,2011-02-10,1688.26,4.85132183908046,348,Loyal Customer (10+ orders),Repeat Buyer,424,301,2,5,4,254,Champions
16726,7,2010-10-24,2011-11-13,2063.88,7.877404580152672,262,Regular Buyer (6-10 orders),Repeat Buyer,384,25,4,4,4,444,Champions
16727,4,2010-01-20,2010-12-10,1377.77,6.7208292682926825,205,Occasional Buyer (3-5 orders),Repeat Buyer,324,363,2,4,4,244,Champions
16728,4,2011-03-20,2011-10-24,1048.28,3.9858555133079845,263,Occasional Buyer (3-5 orders),Repeat Buyer,218,45,4,4,3,443,Loyal Customers
16729,21,2011-04-12,2011-11-01,7205.33,10.983734756097562,656,Loyal Customer (10+ orders),Repeat Buyer,203,37,4,5,5,455,Champions
16730,3,2011-01-24,2011-10-18,743.11,9.062317073170732,82,Occasional Buyer (3-5 orders),Repeat Buyer,267,51,4,3,3,433,Loyal Customers
16731,1,2010-03-01,2010-03-01,170.3,4.0547619047619055,42,One-Time Buyer,One-Time Buyer,0,647,1,2,1,121,Lost
16732,4,2009-12-08,2011-11-08,4387.64,19.853574660633484,221,Occasional Buyer (3-5 orders),Repeat Buyer,699,31,4,4,5,445,Champions
16733,1,2010-06-28,2010-06-28,259.68,21.64,12,One-Time Buyer,One-Time Buyer,0,529,1,2,1,121,Lost
16734,3,2011-08-17,2011-10-18,646.76,12.437692307692307,52,Occasional Buyer (3-5 orders),Repeat Buyer,61,51,4,3,3,433,Loyal Customers
16735,14,2009-12-08,2011-09-22,6217.41,21.14765306122449,294,Loyal Customer (10+ orders),Repeat Buyer,653,78,3,5,5,355,Champions
16736,5,2009-12-03,2010-07-22,2956.56,20.675244755244755,143,Occasional Buyer (3-5 orders),Repeat Buyer,230,505,1,4,5,145,Champions
16737,2,2010-05-11,2011-10-17,835.1999999999999,417.59999999999997,2,Two-Time Buyer,Repeat Buyer,524,52,4,2,3,423,Potential Loyalists
16738,1,2011-02-15,2011-02-15,3.75,3.75,1,One-Time Buyer,One-Time Buyer,0,297,2,2,1,221,Lost
16739,2,2010-06-21,2011-06-16,786.43,20.695526315789472,38,Two-Time Buyer,Repeat Buyer,359,176,3,2,3,323,At Risk
16740,1,2010-11-09,2010-11-09,226.91,7.0909375,32,One-Time Buyer,One-Time Buyer,0,394,2,2,1,221,Lost
16741,1,2010-03-24,2010-03-24,173.06,15.732727272727272,11,One-Time Buyer,One-Time Buyer,0,624,1,2,1,121,Lost
16742,14,2009-12-16,2011-10-24,2799.87,26.92182692307692,104,Loyal Customer (10+ orders),Repeat Buyer,676,46,4,5,4,454,Champions
16743,14,2010-04-22,2011-11-10,4212.15,11.353504043126684,371,Loyal Customer (10+ orders),Repeat Buyer,566,28,4,5,5,455,Champions
16744,7,2011-06-19,2011-11-28,1291.91,5.4741949152542375,236,Regular Buyer (6-10 orders),Repeat Buyer,161,10,5,4,4,544,Champions
16745,17,2011-02-01,2011-09-14,7180.7,20.227323943661972,355,Loyal Customer (10+ orders),Repeat Buyer,225,86,3,5,5,355,Champions
16746,42,2009-12-04,2011-12-05,18046.75,18.3588504577823,983,Loyal Customer (10+ orders),Repeat Buyer,730,4,5,5,5,555,Champions
16747,2,2011-10-03,2011-11-02,836.06,19.906190476190474,42,Two-Time Buyer,Repeat Buyer,30,37,4,2,3,423,Potential Loyalists
16748,14,2009-12-10,2011-11-22,3637.33,22.044424242424242,165,Loyal Customer (10+ orders),Repeat Buyer,711,17,5,5,5,555,Champions
16749,2,2009-12-15,2010-04-27,4157.88,57.748333333333335,72,Two-Time Buyer,Repeat Buyer,132,590,1,2,5,125,Lost
16750,5,2011-04-21,2011-10-26,623.93,6.567684210526315,95,Occasional Buyer (3-5 orders),Repeat Buyer,187,44,4,4,3,443,Loyal Customers
16751,1,2011-11-09,2011-11-09,1764.72,70.5888,25,One-Time Buyer,One-Time Buyer,0,30,4,2,4,424,Potential Loyalists
16752,1,2010-12-02,2010-12-02,207.5,23.055555555555557,9,One-Time Buyer,One-Time Buyer,0,372,2,2,1,221,Lost
16753,1,2011-10-12,2011-10-12,223.92000000000002,6.5858823529411765,34,One-Time Buyer,One-Time Buyer,0,57,4,2,1,421,Potential Loyalists
16754,29,2010-03-08,2010-12-02,65500.07,467.8576428571429,140,Loyal Customer (10+ orders),Repeat Buyer,269,371,2,5,5,255,Champions
16755,7,2009-12-09,2011-08-17,2864.68,8.980188087774295,319,Regular Buyer (6-10 orders),Repeat Buyer,615,113,3,4,4,344,Champions
16756,7,2010-03-09,2011-05-09,1312.3700000000001,16.61227848101266,79,Regular Buyer (6-10 orders),Repeat Buyer,425,214,2,4,4,244,Champions
16757,2,2010-10-26,2011-01-25,270.48,18.032,15,Two-Time Buyer,Repeat Buyer,90,318,2,2,1,221,Lost
16758,1,2011-10-05,2011-10-05,369.34000000000003,16.78818181818182,22,One-Time Buyer,One-Time Buyer,0,64,3,2,2,322,At Risk
16759,3,2011-11-09,2011-12-02,789.79,18.804523809523808,42,Occasional Buyer (3-5 orders),Repeat Buyer,23,7,5,3,3,533,Loyal Customers
16760,1,2010-10-05,2010-10-05,228.0,13.411764705882353,17,One-Time Buyer,One-Time Buyer,0,429,1,2,1,121,Lost
16761,1,2011-09-04,2011-09-04,316.62,24.355384615384615,13,One-Time Buyer,One-Time Buyer,0,96,3,2,2,322,At Risk
16762,3,2011-07-18,2011-11-20,1207.24,19.162539682539684,63,Occasional Buyer (3-5 orders),Repeat Buyer,124,19,4,3,3,433,Loyal Customers
16763,2,2009-12-01,2011-05-25,964.6999999999999,21.924999999999997,44,Two-Time Buyer,Repeat Buyer,539,198,2,2,3,223,Lost
16764,13,2011-07-19,2011-12-06,2790.9500000000003,3.987071428571429,700,Loyal Customer (10+ orders),Repeat Buyer,139,3,5,5,4,554,Champions
16765,2,2010-11-22,2011-02-18,454.75,8.745192307692308,52,Two-Time Buyer,Repeat Buyer,88,293,2,2,2,222,Lost
16766,2,2011-03-11,2011-03-11,1145.6,33.69411764705882,34,Two-Time Buyer,Repeat Buyer,0,272,2,2,3,223,Lost
16767,15,2010-04-28,2011-11-09,8056.76,25.09894080996885,321,Loyal Customer (10+ orders),Repeat Buyer,559,30,4,5,5,455,Champions
16768,9,2009-12-07,2011-10-23,1698.57,10.550124223602484,161,Regular Buyer (6-10 orders),Repeat Buyer,684,47,4,5,4,454,Champions
16769,4,2009-12-14,2011-03-24,1117.05,11.515979381443298,97,Occasional Buyer (3-5 orders),Repeat Buyer,465,259,2,4,3,243,Loyal Customers
16770,9,2010-08-22,2011-10-13,1778.93,5.247581120943953,339,Regular Buyer (6-10 orders),Repeat Buyer,416,57,4,5,4,454,Champions
16771,10,2009-12-09,2011-11-06,3949.6,9.680392156862744,408,Regular Buyer (6-10 orders),Repeat Buyer,697,32,4,5,5,455,Champions
16772,3,2009-12-18,2010-10-12,3698.0499999999997,54.38308823529411,68,Occasional Buyer (3-5 orders),Repeat Buyer,298,422,1,3,5,135,Loyal Customers
16773,3,2009-12-06,2011-10-13,421.24,6.480615384615385,65,Occasional Buyer (3-5 orders),Repeat Buyer,675,56,4,3,2,432,Potential Loyalists
16774,8,2010-02-16,2011-10-03,1567.48,11.965496183206106,131,Regular Buyer (6-10 orders),Repeat Buyer,593,67,3,5,4,354,Champions
16775,16,2010-09-23,2011-11-29,2820.84,10.891274131274132,259,Loyal Customer (10+ orders),Repeat Buyer,431,9,5,5,4,554,Champions
16776,2,2010-10-20,2011-10-10,592.51,4.702460317460317,126,Two-Time Buyer,Repeat Buyer,355,59,3,2,2,322,At Risk
16777,5,2010-03-17,2011-09-20,1292.18,9.099859154929577,142,Occasional Buyer (3-5 orders),Repeat Buyer,552,79,3,4,4,344,Champions
16778,2,2011-03-10,2011-09-26,245.94,15.37125,16,Two-Time Buyer,Repeat Buyer,199,73,3,2,1,321,At Risk
16779,53,2009-12-03,2011-12-07,32809.03,31.54714423076923,1040,Loyal Customer (10+ orders),Repeat Buyer,734,1,5,5,5,555,Champions
16780,3,2010-10-28,2011-08-31,596.4,6.2124999999999995,96,Occasional Buyer (3-5 orders),Repeat Buyer,306,99,3,3,2,332,At Risk
16781,2,2010-02-08,2010-12-02,623.0,15.974358974358974,39,Two-Time Buyer,Repeat Buyer,297,371,2,2,3,223,Lost
16782,38,2009-12-09,2011-11-29,9636.12,5.725561497326204,1683,Loyal Customer (10+ orders),Repeat Buyer,720,9,5,5,5,555,Champions
16783,1,2010-09-29,2010-09-29,391.95,15.677999999999999,25,One-Time Buyer,One-Time Buyer,0,436,1,2,2,122,Lost
16784,5,2010-03-28,2011-11-20,892.33,5.647658227848101,158,Occasional Buyer (3-5 orders),Repeat Buyer,601,19,4,4,3,443,Loyal Customers
16785,1,2010-10-26,2010-10-26,533.78,15.250857142857143,35,One-Time Buyer,One-Time Buyer,0,409,2,2,2,222,Lost
16786,1,2010-11-11,2010-11-11,51.839999999999996,51.839999999999996,1,One-Time Buyer,One-Time Buyer,0,393,2,2,1,221,Lost
16787,4,2010-01-10,2010-11-07,1017.53,9.085089285714286,112,Occasional Buyer (3-5 orders),Repeat Buyer,300,397,2,4,3,243,Loyal Customers
16788,5,2010-02-07,2011-08-08,1928.93,4.035418410041841,478,Occasional Buyer (3-5 orders),Repeat Buyer,547,122,3,4,4,344,Champions
16789,1,2011-12-01,2011-12-01,80.8,16.16,5,One-Time Buyer,One-Time Buyer,0,7,5,2,1,521,Potential Loyalists
16790,6,2011-11-02,2011-12-06,1545.6200000000001,16.61956989247312,93,Regular Buyer (6-10 orders),Repeat Buyer,34,3,5,4,4,544,Champions
16791,15,2009-12-03,2011-11-10,3957.63,5.811497797356829,681,Loyal Customer (10+ orders),Repeat Buyer,707,28,4,5,5,455,Champions
16792,5,2010-01-04,2011-03-02,623.46,6.1123529411764705,102,Occasional Buyer (3-5 orders),Repeat Buyer,422,281,2,4,3,243,Loyal Customers
16793,1,2011-10-13,2011-10-13,243.84,15.24,16,One-Time Buyer,One-Time Buyer,0,56,4,2,1,421,Potential Loyalists
16794,15,2010-03-25,2011-12-08,2052.7,4.089043824701195,502,Loyal Customer (10+ orders),Repeat Buyer,623,0,5,5,4,554,Champions
16795,3,2010-01-25,2010-12-09,2062.41,6.138125,336,Occasional Buyer (3-5 orders),Repeat Buyer,318,364,2,3,4,234,Loyal Customers
16796,1,2011-09-11,2011-09-11,305.62,16.97888888888889,18,One-Time Buyer,One-Time Buyer,0,88,3,2,2,322,At Risk
16797,5,2009-12-02,2010-11-11,1802.02,4.527688442211055,398,Occasional Buyer (3-5 orders),Repeat Buyer,344,392,2,4,4,244,Champions
16798,3,2009-12-10,2010-06-03,841.16,4.977278106508876,169,Occasional Buyer (3-5 orders),Repeat Buyer,174,553,1,3,3,133,Loyal Customers
16799,2,2010-09-12,2010-10-03,452.78000000000003,4.921521739130435,92,Two-Time Buyer,Repeat Buyer,21,431,1,2,2,122,Lost
16800,1,2011-11-28,2011-11-28,1162.65,7.452884615384616,156,One-Time Buyer,One-Time Buyer,0,10,5,2,3,523,Potential Loyalists
16801,4,2011-03-11,2011-06-29,1594.23,21.2564,75,Occasional Buyer (3-5 orders),Repeat Buyer,110,162,3,4,4,344,Champions
16802,2,2009-12-09,2010-01-29,582.61,10.992641509433962,53,Two-Time Buyer,Repeat Buyer,51,678,1,2,2,122,Lost
16803,1,2011-10-05,2011-10-05,332.3,13.845833333333333,24,One-Time Buyer,One-Time Buyer,0,64,3,2,2,322,At Risk
16804,3,2011-03-14,2011-11-16,536.99,8.949833333333334,60,Occasional Buyer (3-5 orders),Repeat Buyer,247,22,4,3,2,432,Potential Loyalists
16805,5,2009-12-08,2011-06-19,1091.34,4.38289156626506,249,Occasional Buyer (3-5 orders),Repeat Buyer,557,173,3,4,3,343,Loyal Customers
16806,4,2011-04-14,2011-08-28,762.16,8.195268817204301,93,Occasional Buyer (3-5 orders),Repeat Buyer,135,102,3,4,3,343,Loyal Customers
16807,6,2010-03-26,2011-07-20,2123.88,14.956901408450705,142,Regular Buyer (6-10 orders),Repeat Buyer,480,142,3,4,4,344,Champions
16808,2,2011-03-10,2011-09-01,288.42,12.540000000000001,23,Two-Time Buyer,Repeat Buyer,175,98,3,2,2,322,At Risk
16809,9,2010-04-13,2011-11-16,1727.43,6.6696138996139,259,Regular Buyer (6-10 orders),Repeat Buyer,582,22,4,5,4,454,Champions
16810,2,2010-10-15,2011-05-31,842.0400000000001,24.76588235294118,34,Two-Time Buyer,Repeat Buyer,228,191,2,2,3,223,Lost
16811,2,2011-11-22,2011-12-05,547.07,19.538214285714286,28,Two-Time Buyer,Repeat Buyer,12,4,5,2,2,522,Potential Loyalists
16812,4,2010-11-22,2010-12-14,2392.0,20.8,115,Occasional Buyer (3-5 orders),Repeat Buyer,21,360,2,4,4,244,Champions
16813,10,2011-05-19,2011-12-01,1652.18,3.878356807511737,426,Regular Buyer (6-10 orders),Repeat Buyer,196,7,5,5,4,554,Champions
16814,36,2010-04-11,2011-11-25,11924.85,15.547392438070405,767,Loyal Customer (10+ orders),Repeat Buyer,593,13,5,5,5,555,Champions
16815,2,2010-06-21,2010-09-12,406.02,5.561917808219178,73,Two-Time Buyer,Repeat Buyer,82,453,1,2,2,122,Lost
16816,4,2010-12-16,2011-08-28,417.06,14.895,28,Occasional Buyer (3-5 orders),Repeat Buyer,254,102,3,4,2,342,At Risk
16817,13,2010-10-04,2011-12-07,2560.7,18.16099290780142,141,Loyal Customer (10+ orders),Repeat Buyer,429,2,5,5,4,554,Champions
16818,11,2011-05-18,2011-11-29,3349.57,17.81686170212766,188,Loyal Customer (10+ orders),Repeat Buyer,194,10,5,5,5,555,Champions
16819,2,2010-08-31,2010-08-31,182.59,10.740588235294117,17,Two-Time Buyer,Repeat Buyer,0,464,1,2,1,121,Lost
